Country,Region/Island,Area,Type,Business Name,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),Contact_Source_URL
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Operator (Scuba Charter),Reef Seen Divers’ Resort,Pemuteran,,https://www.reefseenbali.com/,,,https://www.tripadvisor.com/Hotel_Review-g297699-d550938-Reviews-Reef_Seen_Divers_Resort-Pemuteran_Gerokgak_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Dive Shop,Bali Diving Academy (Pemuteran),Pemuteran,,https://www.balibali-diving.com/bali-diving-academy-pemuteran/,,,https://www.tripadvisor.com/Attraction_Review-g297699-d3731412-Reviews-Bali_Diving_Academy_Pemuteran-Pemuteran_Gerokgak_Bali.html,,,,,Guided dives + boats,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Operator (Scuba Charter),Menjangan Dive Centre,Pemuteran,,https://menjangandive.com/,,,https://www.tripadvisor.com/Attraction_Review-g297699-d12447406-Reviews-Menjangan_Dive_Centre-Pemuteran_Gerokgak_Buleleng_Regency_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Dive Shop,Two Fish Divers – Nusa Penida,Nusa Penida,,https://www.twofishdivers.com/locations/nusa-penida/,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d5994612-Reviews-Two_Fish_Divers_Nusa_Penida-Nusa_Penida_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Warnakali Dive Center,Nusa Penida,,https://www.warnakali.com/,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d14789500-Reviews-Warnakali_Dive_Center-Nusa_Penida_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Sanctum Dive Indonesia – Penida,Nusa Penida,,https://sanctumdiveindonesia.com/nusa-penida/,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d12625267-Reviews-Sanctum_Dive_Indonesia-Nusa_Penida_Bali.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Dive Shop,Dive Concepts Penida,Nusa Penida,,https://diveconcepts.com/nusa-penida,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d12345652-Reviews-Dive_Concepts_Nusa_Penida-Nusa_Penida_Bali.html,,,,,Guided dives + boats,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Abyss Dive Center Amed,Amed,,https://www.abyssdivecenteramed.com/,,,,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Bali Reef Divers (Amed),Amed,,https://www.balireefdivers.com/,,,,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Maika Komodo Tour & Diving,Labuan Bajo,,https://www.maikakomdotour.com/diving/,,,https://www.tripadvisor.com/Attraction_Review-g1777483-d10112273-Reviews-Maika_Comodo_Tour-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Scuba Republic Komodo,Labuan Bajo,,https://www.scuba-republic.com/destinations/komodo/,,,https://www.tripadvisor.com/Attraction_Review-g1777483-d7752676-Reviews-Scuba_Republic_Komodo-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Komodo Dive Center,Labuan Bajo,,https://www.komododivecenter.com/,,,https://www.tripadvisor.com/Attraction_Review-g1777483-d7228970-Reviews-Komodo_Dive_Center-Labuan_Bajo_Flores_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,West Papua – Raja Ampat,Waisai/Wasai,Operator (Scuba Charter),Blue Magic Raja Ampat Dive Resort (Dive Center),Waisai/Wasai,,https://bluemagicrajaampat.com/,,,https://www.tripadvisor.com/Hotel_Review-g1026024-d12959242-Reviews-Blue_Magic_Raja_Ampat-Dampier_Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,West Papua – Raja Ampat,Waisai,Operator (Scuba Charter),Waiwo Dive Resort (Dive Center),Waisai,,https://www.waiwodiverajaampat.com/,,,https://www.tripadvisor.com/Hotel_Review-g3632533-d3588144-Reviews-Waiwo_Dive_Resort-Waisai_Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,West Papua – Raja Ampat,Kri Island,Operator (Scuba Charter),Raja Ampat Dive Lodge (Kri),Kri Island,,https://rajaampatdivelodge.com/,,,https://www.tripadvisor.com/Hotel_Review-g2303999-d2333381-Reviews-Raja_Ampat_Dive_Lodge-Mansuar_Island_Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,West Papua – Raja Ampat,Waigeo/Arborek,Operator (Scuba Charter),Arborek Dive Shop (Community),Waigeo/Arborek,,https://arborekdiveshop.com/,,,https://www.tripadvisor.com/Attraction_Review-g2303999-d7378702-Reviews-Arborek_Dive_Shop-Raja_Ampat_West_Papua.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Oceans 5 Gili Air (chain listing; branch on Gili Air),Gili Trawangan,,https://www.oceans5dive.com/,,,https://www.tripadvisor.com/Attraction_Review-g664667-d2066806-Reviews-Oceans_5_Dive_Gili_Air-Gili_Air_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,Guided dives + boats,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,Dive Central Gili,Gili Trawangan,,https://www.divecentralgili.com/,,,https://www.tripadvisor.com/Attraction_Review-g664666-d6027440-Reviews-Dive_Central_Gili-Gili_Trawangan_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Lombok – Gili Islands,Gili Air,Dive Shop,3W Dive Gili Air,Gili Air,,https://www.3wdive.com/,,,https://www.tripadvisor.com/Attraction_Review-g664667-d7252651-Reviews-3W_Dive_Gili_Air-Gili_Air_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Lombok – Mainland,Kuta Lombok,Operator (Scuba Charter),What Sup? Lombok Diving (Kuta),Kuta Lombok,,https://www.whatsuplombok.com/diving/,,,https://www.tripadvisor.com/Attraction_Review-g2155769-d11796407-Reviews-What_Sup_Lombok-Kuta_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Lombok – Mainland,Sekotong/Belongas Bay,Operator (Scuba Charter),Belongas Bay Divers,Sekotong/Belongas Bay,,https://www.belongasbay.com/,,,https://www.tripadvisor.com/Attraction_Review-g297733-d1772672-Reviews-Belongas_Bay_Diving-Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,North Sulawesi – Manado/Bunaken,Manado,Operator (Scuba Charter),Eco Divers Manado,Manado,,https://www.eco-divers.com/,,,https://www.tripadvisor.co.nz/Hotel_Review-g680020-d1218569-Reviews-NAD_Lembeh_Resort-Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,North Sulawesi – Manado/Bunaken,Manado,Operator (Scuba Charter),Tasik Ria Resort – Sea Souls Dive Center,Manado,,https://www.tasikria.com/dive/,,,,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,North Sulawesi – Bunaken,Bunaken,Operator (Scuba Charter),Froggies Divers (Bunaken),Bunaken,,https://www.froggiesdiving.com/,,,https://www.tripadvisor.com/Hotel_Review-g1071666-d2199968-Reviews-Froggies_Divers_Bunaken-Bunaken_Island_Manado_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Dive Shop,Two Fish Divers – Lembeh,Lembeh,,https://www.twofishdivers.com/locations/lembeh/,,,https://www.tripadvisor.com/Hotel_Review-g680020-d674694-Reviews-Two_Fish_Divers_Lembeh-Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,East Nusa Tenggara – Alor,Kalabahi/Alor,Operator (Scuba Charter),Dive Alor (Kalabahi),Kalabahi/Alor,,https://www.dive-alor.com/,,,,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Maluku – Ambon,Ambon,Operator (Scuba Charter),Dive Into Ambon,Ambon,,https://diveintoambon.com/,,,https://www.tripadvisor.com/Attraction_Review-g297606-d2396766-Reviews-Dive_Into_Ambon-Ambon_Maluku_Islands.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Maluku – Banda,Banda Islands,Operator (Scuba Charter),Blue Motion Banda,Banda Islands,,https://bluemotiondive.com/destinations/banda/,,,https://www.tripadvisor.com/Attraction_Review-g303701-d12240133-Reviews-Blue_Motion_Dive_Center-Banda_Neira_Maluku_Islands.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,North Maluku – Halmahera,Weda Bay,Operator (Scuba Charter),Weda Reef & Rainforest Resort (Dive Center),Weda Bay,,https://wedaresort.com/,,,https://www.tripadvisor.com/Hotel_Review-g2347342-d1806650-Reviews-Weda_Resort-Halmahera_North_Maluku_Maluku_Islands.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Derawan,Operator (Scuba Charter),Derawan Dive Lodge (Scuba),Derawan,,https://www.scubajunkieseas.org/derawan-dive-lodge/,,,https://www.tripadvisor.com/Hotel_Review-g1599025-d7090583-Reviews-Scuba_Junkie_Derawan_Dive_Lodge-Derawan_Islands_East_Kalimantan_Kalimantan.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Maratua,Operator (Scuba Charter),Nunukan Island Resort (Extra Divers),Maratua,,https://www.nunukan-island-resort.com/,,,https://www.tripadvisor.com/Hotel_Review-g1599023-d449036-Reviews-Nunukan_Island_Resort-Maratua_Island_Derawan_Islands_East_Kalimantan_Kalimantan.html,,,,,,Indonesia Wave 2 Add,2025-08-14 02:17:29 UTC,
Indonesia,Bali – South Bali (Sanur),Sanur,Dive Shop,Diving Indo,Sanur,,https://www.diving-indo.com/,,,,,,,,Guided dives + boats,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – South Bali (Sanur),Sanur,Dive Shop,Bali Aqua Diving,Sanur,,https://www.baliaquadive.com/,,,,,,,,Guided dives + boats,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – South Bali (Sanur),Sanur,Dive Shop,Nico Dives Cool,Sanur,,https://www.nicodivescool.com/,,,,,,,,Guided dives + boats,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Legend Diving Penida,Nusa Penida,,https://www.legenddivingpenida.com/,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d12226974-Reviews-Legend_Diving_Penida-Nusa_Penida_Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Dive Shop,Scuba Center Asia (Penida),Nusa Penida,,https://www.scubacenterasia.com/,,,https://www.tripadvisor.com/Attraction_Review-g2538506-d7221915-Reviews-Scuba_Center_Asia-Nusa_Penida_Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Ceningan,Operator (Scuba Charter),Ceningan Divers,Nusa Ceningan,,https://ceningandivers.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Dive Shop,French Kiss Divers (Penida),Nusa Penida,,https://www.frenchkissdiving.com/nusa-penida/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Nomads Diving Penida,Nusa Penida,,https://nomadsdive.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Amed/Tulamben,Tulamben,Operator (Scuba Charter),Tauch Terminal Tulamben,Tulamben,,https://www.tauchterminal.com/,,,,,,,,Resort dive center,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Amed Sea Explorers,Amed,,https://www.amedseaexplorers.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Euro Dive Amed,Amed,,https://eurodivebali.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Dive Shop,Zen Dive Bali (Pemuteran),Pemuteran,,https://www.zendivebali.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – Pemuteran/Menjangan,Pemuteran,Operator (Scuba Charter),Abyss Ocean World (Pemuteran),Pemuteran,,https://www.abyss-ocean-world.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,West Papua – Raja Ampat,Misool,Operator (Scuba Charter),Misool Resort (Dive Center),Misool,,https://www.misoolecoresort.com/,,,,,,,,Resort dive center,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,West Papua – Raja Ampat,Waigeo,Operator (Scuba Charter),Raja Ampat Dive Resort (Waigeo),Waigeo,,https://www.rajaampatdiveresort.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,West Papua – Raja Ampat,Waigeo/Kri area,Operator (Scuba Charter),Scuba Republic Raja Ampat,Waigeo/Kri area,,https://www.scuba-republic.com/destinations/raja-ampat/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Lombok – Gili Islands,Gili Air,Dive Shop,Oceans 5 Gili Air,Gili Air,,https://www.oceans5dive.com/,,,https://www.tripadvisor.com/Attraction_Review-g664667-d2066806-Reviews-Oceans_5_Dive_Gili_Air-Gili_Air_Gili_Islands_Pemenang_Lombok_West_Nusa_Tenggara.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Lombok – Gili Islands,Gili Air,Dive Shop,Gili Air Divers,Gili Air,,https://giliairdivers.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,North Sulawesi – Bunaken,Bunaken,Operator (Scuba Charter),Living Colours Diving Bunaken,Bunaken,,https://www.livingcolours.fi/,,,https://www.tripadvisor.com/Hotel_Review-g1071666-d637876-Reviews-Living_Colours_Diving_Resort-Bunaken_Island_Manado_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,North Sulawesi – Bangka,Bangka/Sahaung,Operator (Scuba Charter),Blue Bay Divers (Bangka),Bangka/Sahaung,,https://www.bluebaydivers.de/en/,,,https://www.tripadvisor.com/Hotel_Review-g2204548-d1939474-Reviews-Blue_Bay_Divers-Bangka_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Operator (Scuba Charter),Black Sand Dive Retreat,Lembeh,,https://www.blacksanddive.com/,,,,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Operator (Scuba Charter),YOS Dive Lembeh (Eco Beach),Lembeh,,https://www.yosdivelembeh.com/,,,https://www.tripadvisor.com/Hotel_Review-g680020-d6612412-Reviews-YOS_Dive_Lembeh_Eco_Beach_Resort-Bitung_North_Sulawesi_Sulawesi.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,North Sulawesi – Bangka,Gangga Island,Operator (Scuba Charter),Gangga Divers (Gangga Island Resort),Gangga Island,,https://www.ganggadivers.com/,,,https://www.tripadvisor.com/Hotel_Review-g1572975-d1083788-Reviews-Gangga_Island_Resort_Spa-Gangga_Island_North_Sulawesi_Sulawesi.html,,,,,Resort dive center,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,East Nusa Tenggara – Alor,Kepa Island / Alor,Operator (Scuba Charter),La P’tite Kepa (Dive Center),Kepa Island / Alor,,https://www.laptitekepa.com/,,,https://www.tripadvisor.com/Hotel_Review-g1600794-d4892077-Reviews-La_P_tite_Kepa-Alor_Island_East_Nusa_Tenggara.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,La Galigo Liveaboard,Multiple (Komodo/Raja/Banda),,https://www.lagaligoliveaboard.com/,,,https://www.tripadvisor.com/Attraction_Review-g297694-d10112207-Reviews-La_Galigo_Liveaboard-Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Samambaia Liveaboard,Multiple (Komodo/Raja/Banda),,https://www.samambaiacruises.com/,,,https://www.tripadvisor.com/Attraction_Review-g294226-d8820045-Reviews-Samambaia_Liveaboard-Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Tiaré Cruise,Multiple (Komodo/Raja/Banda),,https://www.tiarecruise.com/,,,https://www.tripadvisor.com/Attraction_Review-g294226-d8123480-Reviews-Tiare_Cruise-Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Bali/Komodo),Liveaboard,Adelaar Liveaboard,Multiple (Bali/Komodo),,https://www.adelaar-cruises.com/,,,https://www.tripadvisor.com/Attraction_Review-g297694-d6646898-Reviews-Adelaar_Cruises_Diving-Bali.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Wallacea Dive Cruises (Ambai/Seahorse),Multiple (Komodo/Raja/Banda),,https://wallacea-divecruises.com/,,,https://www.tripadvisor.com/Attraction_Review-g608487-d8509437-Reviews-Wallacea_Dive_Cruises-Indonesia.html,,,,,,Indonesia Wave 3 Add,2025-08-14 02:21:25 UTC,
Indonesia,Bali – South Bali (Sanur),Sanur,Dive Shop,Bali Diving Academy (Sanur),Sanur,,https://www.balibali-diving.com/,,,,,,,,Guided dives + boats,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – South Bali (Sanur),Sanur,Dive Shop,Dune Bali (Atlantis) – Sanur,Sanur,"Jl. By Pass Ngurah Rai No.96E, Sanur, Bali 80228, Indonesia",https://atlantis-bali-diving.com/,+62 361 284 131,info@dune-bali.com,https://en.tripadvisor.com.hk/ShowUserReviews-g297700-d2143282-Atlantis_International_Bali-Sanur_Denpasar_Bali.html,,,,,Guided dives + boats,Indonesia Wave 4 Add; Enriched batch3; Enriched batch4,2025-08-14T03:19:29Z,https://www.atlantis-bali-diving.com/contact/
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Scuba Junkie Penida,Nusa Penida,,https://scubajunkiepenida.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Newbro Dive Nusa Penida,Nusa Penida,,https://www.newbrodive.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Dive Shop,DPM Diving Bali (Penida),Nusa Penida,,https://dpmdiving.com/destination/bali-nusa-penida/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Water WorxX Dive Center Amed,Amed,,https://waterworxx.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Amed/Tulamben,Amed,Dive Shop,Adventure Divers Bali (Amed),Amed,,https://adventurediversbali.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Padangbai/Candidasa,Padangbai,Operator (Scuba Charter),Baruna Divers Padang Bai,Padangbai,,https://barunadivers.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Lombok – Gili Islands,Gili Meno,Dive Shop,Manta Dive Gili Meno,Gili Meno,,https://www.mantadive.com/gili-meno/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Lombok – Gili Islands,Gili Meno,Dive Shop,Divine Divers Gili Meno,Gili Meno,,https://www.divinedivers.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Lombok – Gili Islands,Gili Trawangan,Dive Shop,DSM Dive Gili Trawangan,Gili Trawangan,,https://www.dsm-dive.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Lombok – Mainland,Sekotong/Secret Gilis,Operator (Scuba Charter),Odyssea Divers Sekotong (at Cocotinos),Sekotong/Secret Gilis,,https://odysseadivers.com/sekotong/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Flores XP Adventure Diving,Labuan Bajo,,https://www.floresxp-adventure.com/komodo-diving/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Flores – Komodo (Labuan Bajo),Labuan Bajo,Operator (Scuba Charter),Red Whale Komodo,Labuan Bajo,,https://redwhalekomodo.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,North Sulawesi – Bunaken,Bunaken,Operator (Scuba Charter),Bunaken Oasis Dive Resort (Dive Center),Bunaken,,https://www.bunakenoasis.com/,,,,,,,,Resort dive center,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Operator (Scuba Charter),Eco Divers Lembeh (White Sands),Lembeh,,https://www.eco-divers.com/lembeh-white-sands/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,North Sulawesi – Bangka,Bangka Island,Operator (Scuba Charter),Coral Eye Bangka (Dive Center),Bangka Island,,https://www.coral-eye.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,North Sulawesi – Lembeh Strait,Lembeh,Operator (Scuba Charter),Divers Lodge Lembeh,Lembeh,,https://www.diverslodgelembeh.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,South Sulawesi – Bira,Bira,Operator (Scuba Charter),Bira Dive Camp,Bira,,https://biradivecamp.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,South Sulawesi – Bira,Bira,Operator (Scuba Charter),Blue Planet Dive Bira,Bira,,https://www.blueplanetdiversbira.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Central Sulawesi – Togian Islands,Kadidiri,Operator (Scuba Charter),Black Marlin Dive (Togian),Kadidiri,,https://www.blackmarlindive.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Central Sulawesi – Togian Islands,Kadidiri,Operator (Scuba Charter),Kadidiri Paradise (Dive Center),Kadidiri,,https://www.kadidiriparadise.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,West Papua – Triton Bay (Kaimana),Kaimana,Operator (Scuba Charter),Triton Bay Divers,Kaimana,,https://www.tritonbaydivers.com/,,,https://www.tripadvisor.com/Hotel_Review-g3732531-d7655899-Reviews-Triton_Bay_Divers-Kaimana_West_Papua.html,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,East Kalimantan – Derawan/Maratua,Nabucco/Maratua,Operator (Scuba Charter),Nabucco Island Resort (Extra Divers),Nabucco/Maratua,,https://www.extradivers-worldwide.com/en/dive-centers/indonesia/nabucco-island-resort/,,,https://www.tripadvisor.com/Hotel_Review-g1599023-d1509407-Reviews-Nabucco_Island_Resort-Maratua_Island_Derawan_Islands_East_Kalimantan_Kalimantan.html,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Carpe Diem Phinisi,Multiple (Komodo/Raja/Banda),,https://www.carpediem-phinisi.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Liveaboards – Indonesia (nationwide),Multiple (Komodo/Raja/Banda),Liveaboard,Prana by Atzaro,Multiple (Komodo/Raja/Banda),,https://pranabyatzaro.com/,,,,,,,,,Indonesia Wave 4 Add,2025-08-14 02:24:53 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Lembongan,Dive Shop,Bali Diving Academy (Lembongan),Nusa Lembongan,,https://www.balibali-diving.com/bali-diving-academy-nusa-lembongan/,,,,,,,,Guided dives + boats,Indonesia Wave 5 Add,2025-08-14 02:29:14 UTC,
Indonesia,Bali – Nusa Lembongan,Nusa Lembongan,Operator (Scuba Charter),Bali Hai Diving Adventures,Nusa Lembongan,,https://www.balihaidiving.com/,,,,,,,,,Indonesia Wave 5 Add,2025-08-14 02:29:14 UTC,
Indonesia,Bali – Nusa Penida/Lembongan,Nusa Penida,Operator (Scuba Charter),Nomads Diving Penida (2nd listing),Nusa Penida,,https://nomadsdive.com/,,,,,,,,Day boats; manta/mola,Indonesia Wave 5 Add,2025-08-14 02:29:14 UTC,
