Country,Region/Island,Area,Business Name,Type,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),Contact_Source_URL
Mexico,Quintana Roo – Isla Mujeres,Isla Mujeres,Gypsea Divers (Isla Mujeres),Operator (Scuba Charter),Isla Mujeres,,https://gypseadivers.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Isla Mujeres,Isla Mujeres,I Dive Isla Mujeres,Operator (Scuba Charter),Isla Mujeres,,https://idiveislamujeres.com/,,,,,,,,,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Isla Mujeres,Isla Mujeres,Mexico Divers,Operator (Scuba Charter),Isla Mujeres,"Av Francisco I. Madero SM1 M20 L10 Centro, Isla Mujeres, Quintana Roo, Mexico",https://mexicodivers.com/,+52 998 218 9216,info@mexicodivers.com,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://mexicodivers.com/reservations/
Mexico,Quintana Roo – Isla Mujeres,Isla Mujeres,Sea Hawk Divers,Operator (Scuba Charter),Isla Mujeres,,https://www.seahawkers.com/,,,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Isla Mujeres,Isla Mujeres,Squalo Adventures,Operator (Scuba Charter),Isla Mujeres,,https://squaloadventures.com/,,,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Mahahual (Costa Maya),Mahahual,Bucaneros Dive Centre,Operator (Scuba Charter),Mahahual,,https://bucanerosdivecenter.com/,,,,,,,,,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Quintana Roo – Mahahual (Costa Maya),Mahahual,Costa Maya Reef Divers,Operator (Scuba Charter),Mahahual,,https://www.costamayareefdivers.com/,,,,,,,,,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Quintana Roo – Mahahual (Costa Maya),Mahahual,Dreamtime Dive Center,Operator (Scuba Charter),Mahahual,,https://www.dreamtimediving.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Aqua Excursions (Playa),Dive Shop,Playa del Carmen,,https://aquaexcursions.com.mx/,,,,,,,,,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Blue Life,Dive Shop,Playa del Carmen,"Calle 54 entre Av. 5ta y 1ra, Playa del Carmen, Quintana Roo, Mexico",https://bluelife.com/,+1 707 726 1122,info@bluelife.com,,,,,,Cenotes + ocean,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://bluelife.com/contact/
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Dive Mike,Dive Shop,Playa del Carmen,,https://www.divemike.com/,,,https://www.tripadvisor.co.nz/ShowUserReviews-g150812-d2060798-Dive_Mike-Playa_del_Carmen_Yucatan_Peninsula.html,,,,,,Mexico Wave 5 Add,2025-08-14 01:20:26 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Diversity Diving,Dive Shop,Playa del Carmen,,https://diversitydiving.com/,,,,,,,,Guided ocean + cenotes,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Dressel Divers (Playa del Carmen),Dive Shop,Playa del Carmen,,https://www.dresseldivers.com/destination/mexico/,,,,,,,,Resort-based; runs boats,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Mexico Blue Dream,Dive Shop,Playa del Carmen,"Calle 70, entre Av. 10 y 15, 77710 Playa del Carmen, Quintana Roo, Mexico",https://mexicobluedream.com/,+52 1 984 143 7400,info@mexicobluedream.com,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://www.mexicobluedream.com/contacts/
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Phocea Mexico (Playa),Dive Shop,Playa del Carmen,,https://myphocea.com/,+52 984 134 6123,playa@myphocea.com,https://www.padi.com/dive-center/mexico/phocea-mexico-playa/,,,,,PADI 5* IDC; ocean + cenotes,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Playa Scuba Dive Center,Dive Shop,Playa del Carmen,,https://www.playascuba.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Pro Dive International (Playa),Dive Shop,Playa del Carmen,,https://prodiveinternational.com/,,,,,,,,Resort-based; runs boats,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,ProTec Playa del Carmen,Dive Shop,Playa del Carmen,,https://protecdiving.com/,,,,,,,,Tech & cavern; guides/courses,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Scuba Libre,Dive Shop,Playa del Carmen,,https://www.scubalibre.com.mx/,,,https://www.tripadvisor.in/Attraction_Review-g150812-d808197-Reviews-Scuba_Libre-Playa_del_Carmen_Yucatan_Peninsula.html,,,,,,Mexico Wave 5 Add,2025-08-14 01:20:26 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Scuba Playa,Dive Shop,Playa del Carmen,,https://www.scubaplaya.com/,,,,,,,,,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,ScubaCaribe (Playa del Carmen),Dive Shop,Playa del Carmen,,https://www.scubacaribe.com/diving/mexico/playa-del-carmen/,,,,,,,,,Mexico Wave 5 Add,2025-08-14 01:20:26 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Tank-Ha Dive Center,Dive Shop,Playa del Carmen,,https://tank-ha.com/,,,https://www.tripadvisor.ie/ShowUserReviews-g150812-d1070085-Tank_ha_Dive_Center-Playa_del_Carmen_Yucatan_Peninsula.html,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,The Reef Marina (Playacar),Dive Shop,Playa del Carmen,,https://www.thereefmarina.com/divecenter/en/,,,,,,,,,Mexico Wave 5 Add,2025-08-14 01:20:26 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Good Vibes Diving,Operator (Scuba Charter),Playa del Carmen,,https://goodvibesdiving.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Playa del Carmen,Playa del Carmen,Phantom Divers,Operator (Scuba Charter),Playa del Carmen,,https://phantomdivers.com/,,,https://www.tripadvisor.co.nz/Attraction_Review-g150812-d1219563-Reviews-Phantom_Divers-Playa_del_Carmen_Yucatan_Peninsula.html,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Planet Scuba Mexico,Dive Shop,Puerto Aventuras,,https://www.planetscubamexico.com/,,,https://www.tripadvisor.in/Attraction_Review-g153510-d4108009-Reviews-Planet_Scuba_Mexico-Puerto_Aventuras_Yucatan_Peninsula.html,,,,,Cenotes/tec + ocean,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Pro Dive International (Puerto Aventuras),Dive Shop,Puerto Aventuras,,https://prodiveinternational.com/,,,https://www.tripadvisor.com/Attraction_Review-g153510-d572282-Reviews-Pro_Dive_International-Puerto_Aventuras_Yucatan_Peninsula.html,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Puerto Aventuras Water Sports,Dive Shop,Puerto Aventuras,,https://pawatersports.com/,,,,,,,,,Mexico Wave 5 Add,2025-08-14 01:20:26 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Bahia Divers,Operator (Scuba Charter),Puerto Aventuras,,https://bahia-divers.com/,,,https://en.tripadvisor.com.hk/Attraction_Review-g153510-d2638380-Reviews-Bahia_Divers-Puerto_Aventuras_Yucatan_Peninsula.html,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Dive Aventuras,Operator (Scuba Charter),Puerto Aventuras,,https://www.diveaventuras.com/,,,,,,,,,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,Fat Cat Dive Center,Operator (Scuba Charter),Puerto Aventuras,,https://www.fatcatsail.com/diving,,,,,,,,Scuba program in addition to sailing,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Quintana Roo – Puerto Aventuras,Puerto Aventuras,The Reef Marina (Puerto Aventuras),Operator (Scuba Charter),Puerto Aventuras,,https://thereefmarina.com/,,,,,,,,,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Puerto Morelos,Puerto Morelos,Dive Puerto Morelos,Operator (Scuba Charter),Puerto Morelos,,https://divepuertomorelos.com/,,,https://en.tripadvisor.com.hk/Attraction_Review-g240327-d10555489-Reviews-Dive_Puerto_Morelos-Puerto_Morelos_Yucatan_Peninsula.html,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Puerto Morelos,Puerto Morelos,Dive With Ruben,Operator (Scuba Charter),Puerto Morelos,"Calle Adolfo López Mateos SM 2, Mz 2 Lote 2 (Hotel Arenas), Puerto Morelos, Quintana Roo",https://scubapuertomorelos.com.mx/,+52 998 130 3240,divewithruben@gmail.com,,,,,,,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Quintana Roo – Puerto Morelos,Puerto Morelos,Wet Set Diving,Operator (Scuba Charter),Puerto Morelos,"Av. Javier Rojo Gomez, Lt. 16 Mz. 2, Smaz. 2, Fracc. Ojo de Agua, Puerto Morelos, Quintana Roo, 77580, Mexico",https://www.wetset.com/,+1 855 333 6222; +52 998 206 9204; WhatsApp +52 998 130 3988,info@wetset.com,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://www.wetset.com/contact
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,ProTec Tulum,Dive Shop,Tulum,,https://protecdiving.com/,,,,,,,,Tech/cave; guided cavern,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,CenoteXperience,Operator (Scuba Charter),Tulum,,https://www.cenotexperience.com/,,,,,,,,Cenote guiding,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,Koox Diving,Operator (Scuba Charter),Tulum,"10 Avenida Nte. 258, Gonzalo Guerrero, 77710 Playa del Carmen, Quintana Roo, Mexico (HQ listings vary by branch)",https://kooxdiving.com/,+52 1 984 141 5502,kooxdiving@gmail.com,https://www.tripadvisor.co.nz/ShowUserReviews-g150813-d2284674-Koox_Diving-Tulum_Yucatan_Peninsula.html,,,,,Cenote & ocean,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://www.kooxdiving.com/en/contact/
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,Maya Blue Dive Center,Operator (Scuba Charter),Tulum,,https://www.mayabluedivecenter.com/,,,https://www.tripadvisor.in/ShowUserReviews-g499455-d17583281-Maya_Blue_Dive_Center-Xpu_Ha_Yucatan_Peninsula.html,,,,,Cenote guiding,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,Under The Jungle,Operator (Scuba Charter),Tulum,,https://www.underthejungle.com/,,,,,,,,Cavern/cave guiding,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Quintana Roo – Tulum (Cenotes),Tulum,Underworld Tulum,Operator (Scuba Charter),Tulum,,https://underworldtulum.com/,,lanny@underworldtulum.com,,,,,,Cenote diving,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,https://underworldtulum.com/contact-us/
Mexico,Quintana Roo – Xcalak,Xcalak,Costa de Cocos Dive Center,Operator (Scuba Charter),Xcalak,,https://costadecocos.com/,,,,,,,,Resort-based dive center,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Quintana Roo – Xcalak,Xcalak,Nomad Divers Xcalak,Operator (Scuba Charter),Xcalak,,https://nomaddiversxcalak.com/,,,,,,,,,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Quintana Roo – Xcalak,Xcalak,XTC Dive Center,Operator (Scuba Charter),Xcalak,,https://www.xtcdivecenter.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Sinaloa – Mazatlán,Mazatlán,Aqua Sports Center Mazatlán,Operator (Scuba Charter),Mazatlán,,https://www.aquasports.mx/,,,,,,,,,Mexico Wave 2 Add,2025-08-14 00:53:00 UTC,
Mexico,Sinaloa – Mazatlán,Mazatlán,Escualo Sports (Scuba),Operator (Scuba Charter),Mazatlán,,https://escualosports.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
Mexico,Sinaloa – Mazatlán,Mazatlán,Mazatlán Scuba,Operator (Scuba Charter),Mazatlán,,https://mazatlanscuba.com/,,,,,,,,,Mexico Wave 1 Seed,2025-08-14 00:46:44 UTC,
Mexico,Veracruz – Veracruz City,Veracruz,CocoAventura Buceo Veracruz,Operator (Scuba Charter),Veracruz,,https://www.cocoaventura.com.mx/buceo/,,,,,,,,,Mexico Wave 4 Add,2025-08-14 01:06:02 UTC,
Mexico,Veracruz – Veracruz City,Veracruz,Dorado Buceo Veracruz,Operator (Scuba Charter),Veracruz,,http://www.doradobuceo.com/,,,https://www.tripadvisor.es/Attraction_Review-g150804-d6002550-Reviews-Dorado_Buceo-Veracruz_Central_Mexico_and_Gulf_Coast.html,,,,,,Mexico Wave 6 Add,2025-08-14 01:27:59 UTC,
Mexico,Veracruz – Veracruz City,Veracruz,Scubaver,Operator (Scuba Charter),Veracruz,,https://www.scubaver.com/,,,,,,,,,Mexico Wave 3 Add,2025-08-14 00:58:06 UTC,
