Country,Region/Island,Area,Type,Business Name,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),__name__,__city__,__host__
United States,Florida – Tampa Bay,St. Petersburg,Dive Shop,Aquatic Obsessions Scuba,St. Petersburg,,https://diveao.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,aquatic obsessions scuba,st. petersburg,diveao.com
United States,Florida – Tampa Bay,Tarpon Springs,Dive Shop,Narcosis Scuba Center,Tarpon Springs,,https://www.diventarpon.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,narcosis scuba center,tarpon springs,diventarpon.com
United States,Georgia – Atlanta Metro,Alpharetta,Dive Shop,SeaVentures,Alpharetta,,https://seaventures.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,seaventures,alpharetta,seaventures.com
United States,Hawaii – Big Island,Kailua-Kona,Dive Shop,Big Island Divers,Kailua-Kona,,https://bigislanddivers.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,big island divers,kailua-kona,bigislanddivers.com
United States,Hawaii – Big Island,Kailua-Kona,Dive Shop,Jack’s Diving Locker,Kailua-Kona,,https://www.jacksdivinglocker.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,jack's diving locker,kailua-kona,jacksdivinglocker.com
United States,Hawaii – Big Island,Kailua-Kona,Dive Shop,Kona Diving Company,Kailua-Kona,,https://www.konadivingcompany.com/,,,https://www.tripadvisor.com/Attraction_Review-g60872-d1228498-Reviews-Kona_Diving_Company-Kailua_Kona_Island_of_Hawaii_Hawaii.html,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,kona diving company,kailua-kona,konadivingcompany.com
United States,Hawaii – Big Island,Kailua-Kona,Dive Shop,Kona Honu Divers,Kailua-Kona,,https://konahonudivers.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,kona honu divers,kailua-kona,konahonudivers.com
United States,Hawaii – Big Island,Kailua-Kona,Operator (Scuba Charter),Pacific Rim Divers,Kailua-Kona,,https://pacificrimdivers.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,pacific rim divers,kailua-kona,pacificrimdivers.com
United States,Hawaii – Big Island,Kawaihae / Kohala,Dive Shop,Kohala Divers,Kawaihae / Kohala,,https://www.kohaladivers.com/,,,https://www.tripadvisor.com/Attraction_Review-g60942-d2087044-Reviews-Kohala_Divers-Kawaihae_Island_of_Hawaii_Hawaii.html,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,kohala divers,kawaihae / kohala,kohaladivers.com
United States,Hawaii – Kauai,Eleele / Port Allen,Operator (Scuba Charter),Bubbles Below Scuba Charters,Eleele / Port Allen,,https://bubblesbelowkauai.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,bubbles below scuba charters,eleele / port allen,bubblesbelowkauai.com
United States,Hawaii – Kauai,Koloa,Dive Shop,Fathom Five Divers,Koloa,,https://www.fathom-five.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,fathom five divers,koloa,fathom-five.com
United States,Hawaii – Kauai,Poipu / Koloa,Dive Shop,Seasport Divers,Poipu / Koloa,,https://seasportdivers.com/,,,https://www.tripadvisor.com/Attraction_Review-g60621-d678597-Reviews-Seasport_Divers-Koloa_Kauai_Hawaii.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,seasport divers,poipu / koloa,seasportdivers.com
United States,Hawaii – Maui,Kihei,Dive Shop,Ed Robinson’s Diving Adventures,Kihei,,https://www.mauiscubadiving.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,ed robinson's diving adventures,kihei,mauiscubadiving.com
United States,Hawaii – Maui,Kihei,Dive Shop,Maui Dive Shop,Kihei,,https://www.mauidiveshop.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,maui dive shop,kihei,mauidiveshop.com
United States,Hawaii – Maui,Kihei,Dive Shop,Maui Dreams Dive Co.,Kihei,,https://mauidreamsdiveco.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,maui dreams dive co.,kihei,mauidreamsdiveco.com
United States,Hawaii – Maui,Kihei,Operator (Scuba Charter),Mike Severns Diving,Kihei,,https://www.mikesevernsdiving.com/,,,https://www.tripadvisor.com/Attraction_Review-g60632-d526779-Reviews-Mike_Severns_Diving-Kihei_Maui_Hawaii.html,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,mike severns diving,kihei,mikesevernsdiving.com
United States,Hawaii – Maui,Lahaina,Dive Shop,Lahaina Divers,Lahaina,,https://www.lahainadivers.com/,,,https://www.tripadvisor.com/Attraction_Review-g60634-d643988-Reviews-Lahaina_Divers-Lahaina_Maui_Hawaii.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,lahaina divers,lahaina,lahainadivers.com
United States,Hawaii – Maui,Lahaina / Maʻalaea,Operator (Scuba Charter),Extended Horizons (status verify),Lahaina / Maʻalaea,,https://www.extendedhorizons.com/,,,,,,,,Operations/resumption subject to local conditions,US Wave 5 Add,2025-08-14 00:09:24 UTC,extended horizons (status verify),lahaina / maʻalaea,extendedhorizons.com
United States,Hawaii – Oahu,Hawaii Kai / Koko Marina,Dive Shop,Island Divers Hawaii,Hawaii Kai / Koko Marina,,https://www.islanddivershawaii.com/,,,https://www.tripadvisor.com/Attraction_Review-g60982-d1792081-Reviews-Island_Divers_Hawaii-Honolulu_Oahu_Hawaii.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,island divers hawaii,hawaii kai / koko marina,islanddivershawaii.com
United States,Hawaii – Oahu,Honolulu,Dive Shop,Kaimana Divers (Oahu Scuba),Honolulu,,https://www.oahuscuba.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,kaimana divers (oahu scuba),honolulu,oahuscuba.com
United States,Hawaii – Oahu,Honolulu,Dive Shop,Living Ocean Scuba,Honolulu,,https://www.livingoceanscuba.com/,,,,,,,,,US Wave 5 Add,2025-08-14 00:09:24 UTC,living ocean scuba,honolulu,livingoceanscuba.com
United States,Hawaii – Oahu,Honolulu / Ko Olina,Operator (Scuba Charter),Hawaii Nautical (Scuba Charters),Honolulu / Ko Olina,,https://www.hawaiinautical.com/,,,,,,,,Offers certified scuba trips,US Wave 5 Add,2025-08-14 00:09:24 UTC,hawaii nautical (scuba charters),honolulu / ko olina,hawaiinautical.com
United States,Hawaii – Oahu,Honolulu / Waikiki,Dive Shop,Dive Oahu,Honolulu / Waikiki,,https://diveoahu.com/,,,https://www.tripadvisor.com/Attraction_Review-g60982-d1214152-Reviews-Dive_Oahu-Honolulu_Oahu_Hawaii.html,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,dive oahu,honolulu / waikiki,diveoahu.com
United States,Hawaii – Oahu,Honolulu / Waikiki,Dive Shop,Hawaiian Diving Adventures,Honolulu / Waikiki,,https://hawaiiandivingadventures.com/,,,https://www.tripadvisor.com/Attraction_Review-g60982-d2514267-Reviews-Hawaiian_Diving_Adventures-Honolulu_Oahu_Hawaii.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,hawaiian diving adventures,honolulu / waikiki,hawaiiandivingadventures.com
United States,Hawaii – Oahu,Honolulu / Waikiki,Dive Shop,Honolulu Scuba Company,Honolulu / Waikiki,,https://honoluluscubacompany.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,honolulu scuba company,honolulu / waikiki,honoluluscubacompany.com
United States,Hawaii – Oahu,Honolulu / Waikiki,Dive Shop,Waikiki Dive Center,Honolulu / Waikiki,,https://waikikidivecenter.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,waikiki dive center,honolulu / waikiki,waikikidivecenter.com
United States,Hawaii – Oahu,Kailua,Dive Shop,Aaron’s Dive Shop,Kailua,,https://aaronsdiveshop.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,aaron's dive shop,kailua,aaronsdiveshop.com
United States,Illinois – Chicago,Burbank / Chicago,Dive Shop,DJ’s Scuba Locker,Burbank / Chicago,,https://djssscuba.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,dj's scuba locker,burbank / chicago,djssscuba.com
United States,Illinois – Chicago,Plainfield,Dive Shop,Dive Right In Scuba,Plainfield,,https://www.diverightinscuba.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,dive right in scuba,plainfield,diverightinscuba.com
United States,Illinois – Chicago North,Deerfield,Dive Shop,Windy City Diving (Training/Trips),Deerfield,,https://www.windycitydiving.net/,,,,,,,,Training/travel; lake charters separate,US Wave 5 Add,2025-08-14 00:09:24 UTC,windy city diving (training/trips),deerfield,windycitydiving.net
United States,Illinois/Indiana – Lake Michigan,Hammond / Chicago,Operator (Scuba Charter),Double Action Dive Charters,Hammond / Chicago,,https://www.doubleactiondivecharters.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,double action dive charters,hammond / chicago,doubleactiondivecharters.com
United States,Indiana – Indianapolis,Indianapolis,Dive Shop,Sea The World Scuba Center,Indianapolis,,https://www.seatheworldscuba.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,sea the world scuba center,indianapolis,seatheworldscuba.com
United States,Maryland – DC Metro,Gaithersburg,Dive Shop,Atlantic Edge Scuba,Gaithersburg,,https://www.atlanticedge.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,atlantic edge scuba,gaithersburg,atlanticedge.com
United States,Massachusetts – Boston,Boston,Operator,Boston Scuba,Boston,,https://www.bostonscuba.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,boston scuba,boston,bostonscuba.com
United States,Massachusetts – Boston,Brookline,Dive Shop,East Coast Divers,Brookline,,https://www.ecdivers.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,east coast divers,brookline,ecdivers.com
United States,Massachusetts – Cape Ann,Gloucester,Operator,Cape Ann Diver II (Charter),Gloucester,,https://www.capeanndiver.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,cape ann diver ii (charter),gloucester,capeanndiver.com
United States,Massachusetts – MetroWest,Natick,Dive Shop,Mass Diving,Natick,,https://www.massdiving.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,mass diving,natick,massdiving.com
United States,Michigan – Ann Arbor,Ann Arbor,Dive Shop,Divers Incorporated,Ann Arbor,,https://www.diversinc.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,divers incorporated,ann arbor,diversinc.com
United States,Michigan – Great Lakes,Battle Creek,Dive Shop,Sub-Aquatic Sports & Service,Battle Creek,,https://www.sassdive.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,sub-aquatic sports & service,battle creek,sassdive.com
United States,Michigan – Great Lakes,Traverse City,Dive Shop,Great Lakes Dive Center,Traverse City,,https://greatlakesdivecenter.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,great lakes dive center,traverse city,greatlakesdivecenter.com
United States,Minnesota – East Metro,St Paul,Dive Shop,Air Down There Scuba,St Paul,,https://www.airdownthere.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,air down there scuba,st paul,airdownthere.com
United States,Minnesota – Twin Cities,Bloomington,Dive Shop,Scuba Center (MN),Bloomington,,https://www.scubacenter.com/,,,,,,,,,US Wave 5 Add,2025-08-14 00:09:24 UTC,scuba center (mn),bloomington,scubacenter.com
United States,Minnesota – Twin Cities,St Louis Park,Dive Shop,Aquatic Center – Scuba & Swim (MN),St Louis Park,,https://www.familyaquaticcenter.com/,,,,,,,,Retail/training with scuba,US Wave 4 Add,2025-08-14 00:09:24 UTC,aquatic center – scuba & swim (mn),st louis park,familyaquaticcenter.com
United States,New Jersey – Shore,Avon-by-the-Sea,Dive Shop,Divers Two,Avon-by-the-Sea,,https://www.diverstwo.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,divers two,avon-by-the-sea,diverstwo.com
United States,New Jersey – Shore,Northfield (Atlantic City),Dive Shop,Atlantic Divers (NJ),Northfield (Atlantic City),,https://www.njwreckdivers.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,atlantic divers (nj),northfield (atlantic city),njwreckdivers.com
United States,New Jersey – Shore,Rochelle Park,Dive Shop,Blue Water Divers (NJ),Rochelle Park,,https://www.bluewaterdivers.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,blue water divers (nj),rochelle park,bluewaterdivers.com
United States,New Jersey – Shore,Toms River,Operator (Scuba Charter),Independence II (Dive Charter),Toms River,,https://www.independencedive.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,independence ii (dive charter),toms river,independencedive.com
United States,New Jersey – Wreck Alley,Point Pleasant,Operator,Gypsy Blood Dive (Charter),Point Pleasant,,https://www.gypsyblooddive.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,gypsy blood dive (charter),point pleasant,gypsyblooddive.com
United States,New York – Long Island,Riverhead,Dive Shop,Captain Mike’s Diving,Riverhead,,https://www.captainmikesdiving.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,captain mike's diving,riverhead,captainmikesdiving.com
United States,New York – Manhattan,New York City,Dive Shop,Village Divers NYC,New York City,,https://www.villagedivers.com/,,,,,,,,,US Wave 5 Add,2025-08-14 00:09:24 UTC,village divers nyc,new york city,villagedivers.com
United States,New York – NYC Metro,New York City,Dive Shop,Adventure Scuba & Travel Center,New York City,,https://adventurescubany.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,adventure scuba & travel center,new york city,adventurescubany.com
United States,New York – NYC Metro,Yonkers,Dive Shop,Scuba New York,Yonkers,,https://www.scubany.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,scuba new york,yonkers,scubany.com
United States,North Carolina – Crystal Coast,Atlantic Beach / Morehead,Operator (Scuba Charter),Diver Down Dive Charters,Atlantic Beach / Morehead,,https://www.diverdown-scuba.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,diver down dive charters,atlantic beach / morehead,diverdown-scuba.com
United States,North Carolina – Crystal Coast,Beaufort,Dive Shop,Discovery Diving,Beaufort,,https://www.discoverydiving.com/,,,https://www.tripadvisor.com/Attraction_Review-g48962-d2514853-Reviews-Discovery_Diving-Beaufort_North_Carolina.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,discovery diving,beaufort,discoverydiving.com
United States,North Carolina – Crystal Coast,Morehead City,Dive Shop,Olympus Dive Center,Morehead City,,https://www.olympusdiving.com/,,,https://www.tripadvisor.com/Attraction_Review-g49367-d218538-Reviews-Olympus_Dive_Center-Morehead_City_North_Carolina.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,olympus dive center,morehead city,olympusdiving.com
United States,North Carolina – Outer Banks,Hatteras / Cape Hatteras,Operator (Scuba Charter),Dive Hatteras (Charter),Hatteras / Cape Hatteras,,http://www.divehatteras.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,dive hatteras (charter),hatteras / cape hatteras,divehatteras.com
United States,North Carolina – Wilmington,Wilmington,Dive Shop,Aquatic Safaris,Wilmington,,https://www.aquaticsafaris.com/,,,https://www.tripadvisor.com/Attraction_Review-g49673-d2198474-Reviews-Aquatic_Safaris-Wilmington_North_Carolina.html,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,aquatic safaris,wilmington,aquaticsafaris.com
United States,North Carolina – Wilmington,Wilmington,Dive Shop,Cape Fear Dive Center,Wilmington,,https://www.capefeardivecenter.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,cape fear dive center,wilmington,capefeardivecenter.com
United States,North Carolina – Wilmington,Wilmington,Dive Shop,Wilmington Dive Center,Wilmington,,https://wilmingtondivecenter.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,wilmington dive center,wilmington,wilmingtondivecenter.com
United States,Ohio – Cincinnati,Cincinnati (Blue Ash),Dive Shop,Scuba Unlimited,Cincinnati (Blue Ash),,https://scubaunlimited.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,scuba unlimited,cincinnati (blue ash),scubaunlimited.com
United States,Ohio – Cleveland,Twinsburg,Dive Shop,Aquatic Adventures Ohio,Twinsburg,,https://www.aquaticadventuresohio.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,aquatic adventures ohio,twinsburg,aquaticadventuresohio.com
United States,Ohio – Cleveland Metro,Mentor / Willoughby,Dive Shop,Just Add Water (Cleveland),Mentor / Willoughby,,https://justaddwater.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,just add water (cleveland),mentor / willoughby,justaddwater.com
United States,Ohio – Columbus,Columbus,Dive Shop,Columbus Scuba,Columbus,,https://columbusscuba.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,columbus scuba,columbus,columbusscuba.com
United States,Ohio – Dayton/Cincy,Centerville,Dive Shop,Aquatic Realm Scuba Center,Centerville,,https://www.aquaticrealmscuba.com/,,,,,,,,,US Wave 5 Add,2025-08-14 00:09:24 UTC,aquatic realm scuba center,centerville,aquaticrealmscuba.com
United States,Oregon – Eugene,Eugene,Dive Shop,Eugene Skin Divers Supply,Eugene,,https://www.eugeneskindivers.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,eugene skin divers supply,eugene,eugeneskindivers.com
United States,Oregon – Portland Metro,Portland,Dive Shop,Aquatic Sports (Portland),Portland,,https://www.aquaticsports.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,aquatic sports (portland),portland,aquaticsports.com
United States,Oregon – Portland Metro,Tigard,Dive Shop,Seven Seas Scuba,Tigard,,https://sevenseasscuba.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,seven seas scuba,tigard,sevenseasscuba.com
United States,Pennsylvania – Erie,Erie,Dive Shop,Diver’s World,Erie,,https://www.diversworld.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,diver's world,erie,diversworld.com
United States,Pennsylvania – Harrisburg,Harrisburg,Dive Shop,West Shore Scuba,Harrisburg,,https://www.westshorescuba.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,west shore scuba,harrisburg,westshorescuba.com
United States,Pennsylvania – Lancaster,Lancaster,Dive Shop,Lancaster Scuba Center,Lancaster,,https://www.lancasterscuba.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,lancaster scuba center,lancaster,lancasterscuba.com
United States,Rhode Island – Narragansett Bay,Warwick,Dive Shop,Giant Stride Dive Shop,Warwick,,https://giantstrides.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,giant stride dive shop,warwick,giantstrides.com
United States,Rhode Island – Newport,Newport,Dive Shop,Newport Diving Center,Newport,,https://newportdivingcenter.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,newport diving center,newport,newportdivingcenter.com
United States,South Carolina – Charleston,Charleston,Dive Shop,Charleston Scuba,Charleston,,https://charlestondiving.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,charleston scuba,charleston,charlestondiving.com
United States,South Carolina – Grand Strand,Little River / Myrtle Beach,Operator (Scuba Charter),Coastal Scuba,Little River / Myrtle Beach,,https://coastalscuba.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,coastal scuba,little river / myrtle beach,coastalscuba.com
United States,South Carolina – Myrtle Beach,Murrells Inlet,Operator,Express Watersports,Murrells Inlet,,https://expresswatersports.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,express watersports,murrells inlet,expresswatersports.com
United States,Texas – Austin,Austin,Dive Shop,Dive World Austin,Austin,,https://diveworldaustin.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,dive world austin,austin,diveworldaustin.com
United States,Texas – Austin,Austin,Dive Shop,Tom’s Dive & Swim,Austin,,https://www.tomsdive.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,tom's dive & swim,austin,tomsdive.com
United States,Texas – Gulf,Freeport / Gulf of Mexico,Operator,Fling Charters (MV Fling),Freeport / Gulf of Mexico,,https://www.flingcharters.com/,,,,,,,,Flower Garden Banks liveaboard,US Wave 1 Seed,2025-08-14 00:09:24 UTC,fling charters (mv fling),freeport / gulf of mexico,flingcharters.com
United States,Texas – Houston,Houston,Dive Shop,Gigglin’ Marlin Dive & Swim,Houston,,https://www.gigglinmarlin.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,gigglin' marlin dive & swim,houston,gigglinmarlin.com
United States,Virginia – NoVA,Occoquan,Dive Shop,Patriot Scuba,Occoquan,,https://patriotscuba.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,patriot scuba,occoquan,patriotscuba.com
United States,Virginia – NoVA,Springfield,Dive Shop,Adventure Scuba Company (Springfield),Springfield,,https://www.scubava.com/,,,,,,,,,US Wave 3 Add,2025-08-14 00:09:24 UTC,adventure scuba company (springfield),springfield,scubava.com
United States,Virginia – Tidewater,Virginia Beach,Dive Shop,Lynnhaven Dive Center,Virginia Beach,,https://www.ldcscuba.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,lynnhaven dive center,virginia beach,ldcscuba.com
United States,Washington – Kitsap,Bremerton,Dive Shop,Sound Dive Center,Bremerton,,https://www.sounddivers.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,sound dive center,bremerton,sounddivers.com
United States,Washington – Puget Sound,Edmonds,Dive Shop,Lighthouse Diving Center (Edmonds),Edmonds,,https://lighthousediving.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,lighthouse diving center (edmonds),edmonds,lighthousediving.com
United States,Washington – Puget Sound,Seattle,Dive Shop,Underwater Sports (Seattle),Seattle,,https://www.underwaterworld.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,underwater sports (seattle),seattle,underwaterworld.com
United States,Washington – Puget Sound,Seattle,Operator,Seattle Dive Tours,Seattle,,https://www.seattledivetours.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,seattle dive tours,seattle,seattledivetours.com
United States,Washington – Tacoma,Tacoma,Operator,Bandito Charters,Tacoma,,https://www.banditocharters.com/,,,,,,,,,US Wave 1 Seed,2025-08-14 00:09:24 UTC,bandito charters,tacoma,banditocharters.com
United States,Wisconsin – Lake Michigan,Milwaukee,Operator (Scuba Charter),Shipwreck Explorers,Milwaukee,,https://www.shipwreckexplorers.com/,,,,,,,,,US Wave 2 Add,2025-08-14 00:09:24 UTC,shipwreck explorers,milwaukee,shipwreckexplorers.com
United States,Wisconsin – Madison,Madison,Dive Shop,Underwater Connection (WI),Madison,,https://underwaterconnection.com/,,,,,,,,,US Wave 5 Add,2025-08-14 00:09:24 UTC,underwater connection (wi),madison,underwaterconnection.com
United States,Wisconsin – Milwaukee Metro,Pewaukee,Dive Shop,"Aquatic Adventures, Inc. (WI)",Pewaukee,,https://diveaai.com/,,,,,,,,,US Wave 4 Add,2025-08-14 00:09:24 UTC,"aquatic adventures, inc. (wi)",pewaukee,diveaai.com
