Country,Region/Island,Area,Type,Business Name,City/Island,Address,Website,Phone,Email,TripAdvisor URL,TA_Bubbles(5=Excellent),TA_Review_Count,Google_Stars_FirstParty,Google_Stars_Source_URL,Notes/Tags,Status,Last Checked (UTC),Contact_Source_URL,Google_Stars_FirstParty_Status,Contact_Status,Contact_LastChecked_UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),IQ-DIVE (Khao Lak),Khao Lak,"4/42 Moo 7, Khuk Khak, Takua Pa, Phang Nga 82220, Thailand",https://www.iq-divekhaolak.com/,+66 76 485 614 / +66 81 891 2134,info@iq-dive.com,https://www.tripadvisor.in/Attraction_Review-g297914-d2667085-Reviews-IQ_DIVE-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://iq-dive.blogspot.com/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Big Blue Diving Khao Lak,Khao Lak,"4/53 Moo 7, Khuk Kak, Takua Pa 82190, Phang Nga, Thailand",https://www.bigbluedivingkhaolak.com/,+66 65 393 2289; +66 76 485 544,info@bigbluedivingkhaolak.com,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.bigbluedivingkhaolak.com/contact/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Diving Khaolak (Diving Andaman),Khao Lak,,https://www.divingkhaolak.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Similan Seven Sea Club,Khao Lak,"80/14, Moo 5, Khuekkhak, Takua Pa, Phang-nga 82220, Thailand",https://www.similan-sea-club.com/,+66 82 426 9797,info@similansevenseaclub.com,https://www.tripadvisor.co.nz/Attraction_Review-g297914-d3318373-Reviews-Similan_Seven_Sea_Club-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://similansevenseaclub.com/contact/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Mojo Divers,Koh Tao,"15/3 Moo 1, Sairee Beach, Koh Tao 84360, Thailand",https://mojodiverskohtao.com/,+66 77 456 710,info@mojodiverkohtao.com,https://www.tripadvisor.in/Attraction_Review-g303910-d4414255-Reviews-Mojo_Divers-Koh_Tao_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.divessi.com/en/divecenter/mojo-divers-koh-tao-thailand-prathesthiy-766482,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Phoenix Divers Koh Tao,Koh Tao,,https://phoenixdiverskohtao.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Scuba Shack Koh Tao,Koh Tao,"15/1 Moo 1, Sairee Beach, Koh Tao 84360, Thailand",https://scubashackkohtao.com/,+66 84 344 7846,stefandivekohtao@gmail.com,https://www.tripadvisor.in/Attraction_Review-g303910-d7244470-Reviews-Scuba_Shack-Koh_Tao_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.padi.com/dive-center/thailand/scuba-shack-co-ltd/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Operator (Scuba Charter),Coral Grand Divers,Koh Tao,,https://www.coralgranddivers.com/,,,,,,,,Resort dive center,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Operator (Scuba Charter),Buddha View Dive Resort,Koh Tao,,https://www.buddhaview-diving.com/,,,,,,,,Resort dive center,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Sunshine Divers,Koh Tao,,https://www.sunshine-divers.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Phoenix Divers Koh Lanta,Koh Lanta,,https://www.phoenixdivers-kohlanta.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Hidden Depths Diving (Lanta),Koh Lanta,"26 Moo 1, Ban Saladan, Koh Lanta, Krabi 81150, Thailand",https://hiddendepthsdiving.com/,+66 63 365 5757,info@hiddendepthsdiving.com,https://www.tripadvisor.co/Attraction_Review-g303905-d2645596-Reviews-Hidden_Depths_Diving-Ko_Lanta_Krabi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://hiddendepthsdiving.com/contact-us/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Palm Beach Divers (Lanta),Koh Lanta,,https://palmbeachdivers.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Flip Flop Divers (Lanta),Koh Lanta,,https://flipflopdivers.com/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Princess Divers (Phi Phi),Koh Phi Phi,"103 Moo 7, T. Ao Nang, A. Muang, Krabi 81000, Thailand",https://www.princessdiversthailand.com/,+66 75 812 296,info@princessdivers.com,https://www.tripadvisor.co/Attraction_Review-g303908-d2103608-Reviews-Princess_Divers-Ko_Phi_Phi_Don_Ao_Nang_Krabi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.princessdivers.com/contact-us,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),The Adventure Club (Phi Phi),Koh Phi Phi,"125/19 Moo 7, Phi Phi Island, Krabi 81210, Thailand",https://www.theadventureclub.com/,+66 81 970 0314,info@adventureclubthailand.com,https://en.tripadvisor.com.hk/Attraction_Review-g303908-d1405307-Reviews-The_Adventure_Club-Ko_Phi_Phi_Don_Krabi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.adventureclubthailand.com/contact-the-adventure-club/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Blue View Divers (2nd listing URL),Koh Phi Phi,,https://blueviewdivers.com/diving/,,,,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Pattaya/Jomtien,Pattaya,Operator (Scuba Charter),Real Divers (Pattaya),Pattaya,,https://www.realdivepattaya.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g293919-d3646685-Reviews-Real_Divers-Pattaya_Chonburi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Pattaya/Jomtien,Pattaya,Operator (Scuba Charter),Adventure Divers Pattaya,Pattaya,,https://www.adventurediverspattaya.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g293919-d1800934-Reviews-Adventure_Divers_Pattaya-Pattaya_Chonburi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Pattaya/Jomtien,Pattaya,Operator (Scuba Charter),Dive Now (Pattaya),Pattaya,,https://divenowpattaya.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g293919-d14018598-Reviews-DIVENOW-Pattaya_Chonburi_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Samui,Operator (Scuba Charter),Silent Divers (Samui),Koh Samui,"39 Chaweng Beach Rd, BoPhut, Koh Samui 84320, Thailand",https://silentdivers.com/,+66 81 933 6641,bookings@silentdivers.com,https://www.tripadvisor.in/Attraction_Review-g1179396-d2665112-Reviews-Silent_Divers-Bophut_Ko_Samui_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://silentdivers.com/contact-silent-divers-samui/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Samui,Operator (Scuba Charter),Calypso Diving Koh Samui,Koh Samui,,https://www.calypso-diving.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1179396-d1461780-Reviews-Calypso_Diving_Snorkeling_Center-Bophut_Ko_Samui_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Phangan,Operator (Scuba Charter),Lotus Diving (Phangan),Koh Phangan,"57/6 Moo 7, Chaloklum, Koh Phangan 84280, Surat Thani, Thailand",https://lotusdiving.com/,+66 77 374 142; +66 89 469 4719,info@lotusdiving.com,https://www.tripadvisor.co.uk/Attraction_Review-g303907-d1761986-Reviews-Lotus_Diving-Ko_Pha_Ngan_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,https://www.surfaceinterval.co/thailand/ko-pha-ngan/lotus-diving,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Phangan,Operator (Scuba Charter),Asia Blue – Scuba (Phangan),Koh Phangan,,https://www.asiablue.co/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303907-d2318458-Reviews-Asia_Blue_Scuba_Koh_Phangan-Ko_Pha_Ngan_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Phangan,Operator (Scuba Charter),Pirate Divers (Phangan),Koh Phangan,,https://piratediversthailand.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303907-d4577629-Reviews-Pirate_Divers-Ko_Pha_Ngan_Surat_Thani_Province.html,Pending (site blocked),Pending (site blocked),,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Pawara (Liveaboard),Khao Lak/Phuket,,https://www.phuketdivetours.com/liveaboards/mv-pawara/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d7931818-Reviews-MV_Pawara-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,Sawasdee Fasai (Liveaboard),Khao Lak/Phuket,,https://www.phuketdivetours.com/liveaboards/sawasdee-fasai/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d13523075-Reviews-Sawasdee_Fasai_Liveaboard-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Dolphin Queen (Liveaboard),Khao Lak/Phuket,,https://www.khaolakexplorer.com/liveaboard/dolphin-queen/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d2171360-Reviews-Dolphin_Queen_Khao_Lak-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Liveaboards – Thailand (Similan/Andaman),Khao Lak/Phuket,Liveaboard,MV Andaman (Liveaboard),Khao Lak/Phuket,,https://www.similandivingsafaris.com/mv-andaman/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d11673261-Reviews-MV_Andaman-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 2 Add (Final 4 applied),2025-08-14 04:01:52 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),Sunrise Divers (Phuket),Phuket,,https://www.sunrise-divers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297930-d1603053-Reviews-Sunrise_Divers-Patong_Kathu_Phuket.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phuket,Phuket,Operator (Scuba Charter),Thailand Divers (Phuket),Phuket,,https://thailand-divers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297930-d2011111-Reviews-Thailand_Divers-Patong_Kathu_Phuket.html,,,4.7/5,https://thailand-divers.com/padi-deep-diver-course/,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,Numeric present (first-party claim),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Sea Bees Khao Lak,Khao Lak,"33/3 Moo 6, Petchkasem Road, Khuk Khak, Takua Pa, Phang Nga 82190, Thailand",https://www.sea-bees.com/dive-center/khao-lak/,+66 76 485 174,officekl@sea-bees.com,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,https://sea-bees.com/about-us/our-dive-centers/dive-center-khao-lak/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Phang Nga – Khao Lak (Similan),Khao Lak,Operator (Scuba Charter),Poseidon Dive Center Khao Lak,Khao Lak,,https://www.poseidon-khaolak.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g297914-d1909125-Reviews-Poseidon_Diving_Khao_Lak-Khao_Lak_Takua_Pa_Phang_Nga_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),Kon-Tiki Krabi,Ao Nang,"873 Moo 2, Tambon Ao Nang, Amphur Muang, Krabi 81180, Thailand",https://www.kontiki-thailand.com/krabi/,+66 98 014 1996,kontikikrabishop@gmail.com,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d2047886-Reviews-Kon_Tiki_Krabi_Diving_Resort-Ao_Nang_Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,https://www.padi.com/dive-center/thailand/kon-tiki-krabi/,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),Aqua Vision Krabi,Ao Nang,"76/13 Moo 2, Ao Nang Beach, Ao Nang, Krabi 81180, Thailand",https://aqua-vision.net/,+66 98 010 8589; +66 89 652 2474,contact@diving-krabi.com; info@aqua-vision.net,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d1863734-Reviews-Aqua_Vision_Scuba_Diving-Ao_Nang_Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,https://www.aqua-vision.net/contact.html,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),The Dive Ao Nang,Ao Nang,,https://thediveaonang.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d2095416-Reviews-The_Dive_Ao_Nang-Ao_Nang_Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Krabi – Ao Nang/Railay,Ao Nang,Operator (Scuba Charter),Poseidon Diving Krabi,Ao Nang,,https://poseidonkrabi.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1507054-d12153303-Reviews-Poseidon_Diving_Center-Ao_Nang_Krabi_Town_Krabi_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Blue Planet Divers – Tec & Rec,Koh Lanta,,https://www.blueplanetdivers.net/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lanta,Koh Lanta,Operator (Scuba Charter),Phoenix Divers Lanta (2nd listing),Koh Lanta,,https://www.phoenixdivers-kohlanta.com/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Barakuda Phi Phi,Koh Phi Phi,,https://www.barakuda-diving.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g303908-d2047450-Reviews-Barakuda_Diving_Center-Ko_Phi_Phi_Don_Ao_Nang_Krabi_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Phi Phi,Koh Phi Phi,Operator (Scuba Charter),Phi Phi Andaman Legacy Divers,Koh Phi Phi,,https://andamanlegacydivers.com/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Adang Sea Divers (Lipe),Koh Lipe,,https://www.adangseadivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1024140-d1973135-Reviews-Adang_Sea_Divers-Ko_Lipe_Satun_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Forra Diving (Lipe),Koh Lipe,,https://www.forradiving.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1024140-d2434110-Reviews-Forra_Diving_Koh_Lipe-Ko_Lipe_Satun_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Castaway Divers (Lipe),Koh Lipe,,https://www.castawaydivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1024140-d2205389-Reviews-Castaway_Divers-Ko_Lipe_Satun_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Andaman – Koh Lipe/Tarutao,Koh Lipe,Operator (Scuba Charter),Lipe Diving,Koh Lipe,,https://www.lipediving.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1024140-d18918327-Reviews-Lipe_Diving_Service-Ko_Lipe_Satun_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Chang,Operator (Scuba Charter),BB Divers (Koh Chang),Koh Chang,,https://www.bbdivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g580110-d1584752-Reviews-BB_Divers-Ko_Chang_Trat_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Chang,Operator (Scuba Charter),ScubaDawgs (Koh Chang),Koh Chang,,https://www.scubadawgs.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g580110-d1497945-Reviews-ScubaDawgs-Ko_Chang_Trat_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Chang,Operator (Scuba Charter),Dolphin Divers (Koh Chang),Koh Chang,,https://www.dolphin-divers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g580110-d1553137-Reviews-Dolphin_Divers-Ko_Chang_Trat_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Eastern Gulf – Koh Chang/Trat,Koh Chang,Operator (Scuba Charter),The Dive Adventure (Koh Chang),Koh Chang,,https://www.the-dive-adventure.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g580110-d1491247-Reviews-The_Dive_Adventure_Koh_Chang-Ko_Chang_Trat_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Samui,Operator (Scuba Charter),Sea Robin Samui Divers,Koh Samui,,https://searobindivers.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g2593377-d4155105-Reviews-Sea_Robin_Samui_Divers-Ban_Tai_Ko_Samui_Surat_Thani_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Samui/Phangan,Koh Samui,Operator (Scuba Charter),Easy Divers Samui,Koh Samui,,https://www.easydivers-thailand.com/,,,https://www.tripadvisor.co.uk/Attraction_Review-g1179396-d3612103-Reviews-Easy_Divers_Samui-Bophut_Ko_Samui_Surat_Thani_Province.html,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Black Turtle Dive,Koh Tao,,https://www.blackturtledive.com/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,New Heaven Dive School,Koh Tao,,https://www.newheavendiveschool.com/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
Thailand,Gulf of Thailand – Koh Tao,Koh Tao,Dive Shop,Scuba Birds Koh Tao,Koh Tao,,https://scubabirds.com/thailand/koh-tao/,,,,,,,,,Thailand Wave 3 Add (Final 4 applied),2025-08-14 04:05:22 UTC,,No first-party numeric evidence found on site (not published or not located),Complete (Address + Phone + Email),2025-08-14 06:20:04 UTC
